x,y,z,w,result
374.54011884736246,950.7143064099162,731.9939418114051,598.6584841970366,25.592163546694575
156.01864044243652,155.99452033620264,58.08361216819946,866.1761457749352,-6.840006865356626
601.1150117432088,708.0725777960455,20.584494295802447,969.9098521619943,29.071369734049025
832.4426408004217,212.33911067827614,181.82496720710063,183.4045098534338,12.21021130697825
304.24224295953775,524.7564316322379,431.94501864211577,291.22914019804193,-10.974922190497892
611.8528947223795,139.49386065204183,292.14464853521815,366.3618432936917,22.683930990087205
456.06998421703594,785.1759613930136,199.67378215835973,514.2344384136117,-12.409217558256785
592.4145688620424,46.45041271999772,607.5448519014384,170.52412368729154,-25.20870932443259
65.05159298527951,948.8855372533333,965.6320330745593,808.3973481164611,53.804216917206055
304.6137691733707,97.67211400638386,684.2330265121569,440.1524937396013,7.620702581100953
122.03823484477883,495.17691011127016,34.388521115218396,909.3204020787821,22.16971139247502
258.7799816000169,662.522284353982,311.71107608941094,520.0680211778108,-30.36052124226446
546.7102793432797,184.85445552552704,969.5846277645586,775.1328233611146,11.03980804851295
939.4989415641891,894.8273504276489,597.8999788110851,921.8742350231169,21.00762502961315
88.4925020519195,195.9828624191452,45.227288910538064,325.3303307632643,20.61855988166789
388.677289689482,271.3490317738959,828.7375091519293,356.75332669358926,-1.3546521307582697
280.93450968738074,542.6960831582485,140.92422497476264,802.1969807540397,47.277520488686335
74.55064367977083,986.8869366005173,772.2447692966574,198.7156815341724,-20.758156212691162
5.522117123602399,815.4614284548342,706.8573438476171,729.0071680409873,6.383321252522008
771.2703466859457,74.04465173409037,358.4657285442726,115.86905952512971,1.0875172560182609
863.1034258755935,623.2981268275579,330.8980248526492,63.55835028602363,22.872172045438568
310.9823217156622,325.183322026747,729.6061783380641,637.5574713552131,13.802690545775546
887.2127425763265,472.2149251619493,119.5942459383017,713.244787222995,40.03589278184258
760.7850486168975,561.2771975694963,770.967179954561,493.79559636439075,1.6726327336765614
522.7328293819941,427.54101835854965,25.419126744095188,107.89142699330445,54.62264691247914
31.42918568673425,636.4104112637804,314.35598107632666,508.5706911647028,12.630563444405752
907.5664739260931,249.29222914887495,410.38292303562974,755.5511385430486,5.754716956605938
228.79816549162246,76.979909828793,289.75145291376805,161.2212872540044,11.32872565834738
929.6976523425731,808.1203795644169,633.4037565104235,871.4605901877177,21.861316555796954
803.6720768991145,186.57005888603584,892.5589984899777,539.3422419156507,23.352839974452646
807.4401551640625,896.0912999234932,318.00347497186385,110.05192452767676,13.518208266391325
227.93516254194168,427.1077886262563,818.0147659224931,860.7305832563435,62.89625065180661
6.952130531190703,510.74730257756573,417.411003148779,222.10781047073024,4.992083363671452
119.8653673336828,337.615171403628,942.9097039125191,323.2029320207552,11.342567712952713
518.790621743366,703.0189588951779,363.629602379294,971.7820827209607,-2.006801922227316
962.4472949421113,251.78229582536414,497.2485058923854,300.8783098167697,53.15760832886056
284.8404943774676,36.88694735453279,609.5643339798969,502.67902322886147,43.08493147250008
51.47875124998935,278.64646423661145,908.2658859666537,239.56189066697243,-13.353070933812614
144.89487209122308,489.452760277563,985.6504541106007,242.05527151150042,28.828544765915076
672.1355474058786,761.6196153287176,237.63754399239966,728.2163486118595,11.51441683685024
367.7831327192532,632.3058305935795,633.5297107608947,535.7746840747585,20.574822682312902
90.28977005440831,835.302495589238,320.78006497173584,186.51851039985422,45.91721897382608
40.77514155476392,590.8929431882418,677.5643618422824,16.58782892785615,16.19163125539422
512.093058299281,226.49577519793795,645.1727904094498,174.36642900499143,12.367036532152017
690.9377381024659,386.7353463005374,936.7299887367345,137.52094414599324,23.724591408199096
341.0663510502585,113.47352124058906,924.6936182785628,877.339353380981,59.844474872521026
257.9416277151556,659.9840460341791,817.2222002012159,555.2008115994623,29.538642925213722
529.6505783560065,241.8522909004517,93.1027678058992,897.2157579533267,-34.21042242360451
900.4180571633304,633.1014572732679,339.0297910487007,349.2095746126609,15.683521987391678
725.9556788702394,897.110259952577,887.0864242651173,779.8755458576238,11.886150570868812
642.0316461542877,84.13996499504883,161.62871409461377,898.5541885270792,-21.71453519898582
606.4290596595899,9.197051616629647,101.47154286603211,663.5017691080558,17.96227677757872
5.061583846218687,160.80805141749866,548.7337893665862,691.8951976926933,52.6892040091848
651.9612595026006,224.26930946055978,712.1792213475359,237.24908749680006,30.544423351865106
325.3996981592677,746.4914051180241,649.6328990472147,849.223410494178,-3.2818947061546115
657.6128923003433,568.3086033354716,93.67476782809247,367.71580305943354,52.3252102312453
265.20236768172543,243.9896433790836,973.0105547524456,393.0977246667604,37.74790792694388
892.0465551771133,631.1386259972629,794.8113035416484,502.6370931051921,21.51994851259863
576.9038846263591,492.5176938188639,195.2429877980445,722.4521152615054,47.763035866412054
280.7723624408558,24.315966431453838,645.4722959071678,177.11067940704893,-18.511843723013868
940.4585843529143,953.9285770025874,914.8643902204485,370.1587002554444,-6.019949434870455
15.456616528867428,928.3185625877254,428.18414831731434,966.6548190436696,13.652456249664349
963.6199770892529,853.0094554673601,294.44889206958567,385.09772860192527,14.881844251913988
851.136671516857,316.9220051562777,169.4927466860925,556.8012624583502,1.9192565660100058
936.154774160781,696.029796674973,570.061170089365,97.17649377076853,12.389083982464633
615.0072266991698,990.0538501042632,140.08401523652404,518.3296523637367,43.06142627094714
877.3730719279555,740.7686177542045,697.015740995268,702.4840839871092,-16.65950005748839
359.4911512197552,293.5918442644934,809.3611554785136,810.1133946791807,6.938139754008013
867.0723185801037,913.2405525564712,511.3423988609378,501.5162946871996,13.355155966374106
798.2951789667752,649.9639307777652,701.9668772577033,795.792669436101,-1.337818806946089
890.0053418175663,337.9951568515358,375.58295263994404,93.981939840869,1.0372158443455017
